Resource ID,Disaster ID,Resource Type,Quantity,Cost (USD),Deployment Date,Location,Status
R-5715,D-1427,Medical Kits,726,22434.05,6/17/2015,Satara,Pending
R-5716,D-1290,Water,435,12727.16,7/8/2014,Thane,Pending
R-5717,D-1770,Shelter,998,23186.14,3/4/2012,Solapur,Allocated
R-5718,D-2843,Clothing,736,43306.7,6/15/2020,Pune,Allocated
R-5719,D-2446,Food,748,24820.43,7/18/2011,Nashik,Used
R-5720,D-1753,Rescue Equipment,174,13340.07,11/2/2005,Satara,Pending
R-5721,D-1221,Water,563,32667.78,10/5/2005,Nagpur,Used
R-5722,D-2964,Rescue Equipment,768,33073.73,4/11/2013,Kolhapur,Allocated
R-5723,D-1243,Shelter,221,13432.61,7/13/2020,Kolhapur,Used
R-5724,D-1527,Medical Kits,389,2872.78,3/16/2004,Mumbai,Allocated
R-5725,D-2310,Food,34,22016.94,9/26/2017,Pune,Used
R-5726,D-1710,Water,546,18303.48,5/10/2019,Nagpur,Pending
R-5727,D-1789,Water,57,39218.62,9/17/2012,Satara,Allocated
R-5728,D-1613,Clothing,855,28489.56,12/29/2010,Pune,Allocated
R-5729,D-2012,Food,267,39451.4,4/12/2010,Ratnagiri,Allocated
R-5730,D-1747,Clothing,329,13734.16,11/10/2009,Satara,Used
R-5731,D-1222,Rescue Equipment,178,27798.42,9/26/2012,Nashik,Pending
R-5732,D-2972,Food,957,47549.59,3/10/2020,Aurangabad,Allocated
R-5733,D-1588,Rescue Equipment,419,29282.25,12/25/2005,Thane,Allocated
R-5734,D-1347,Food,567,40872.32,12/18/2009,Nagpur,Pending
R-5735,D-1509,Shelter,624,5813.3,10/3/2011,Thane,Used
R-5736,D-2648,Rescue Equipment,130,11181.55,6/4/2018,Aurangabad,Allocated
R-5737,D-2709,Shelter,363,40995.56,12/7/2016,Thane,Used
R-5738,D-2015,Water,58,45639.86,10/18/2010,Nagpur,Allocated
R-5739,D-1544,Water,34,11575.94,4/25/2016,Solapur,Pending
R-5740,D-1337,Shelter,715,37627.41,1/23/2016,Satara,Pending
R-5741,D-1945,Water,536,25644.03,1/11/2015,Satara,Pending
R-5742,D-2950,Shelter,394,46931.09,11/21/2005,Kolhapur,Allocated
R-5743,D-1014,Rescue Equipment,750,4242.09,9/13/2018,Aurangabad,Pending
R-5744,D-2914,Food,620,18709.07,12/8/2009,Pune,Used
R-5745,D-1301,Water,157,5942.48,11/27/2021,Nagpur,Pending
R-5746,D-2653,Rescue Equipment,123,23752.34,3/2/2020,Ratnagiri,Pending
R-5747,D-1436,Water,788,24349.07,2/16/2012,Solapur,Allocated
R-5748,D-1571,Shelter,177,21804.47,12/12/2021,Pune,Allocated
R-5749,D-1901,Shelter,108,2594.56,3/27/2010,Solapur,Allocated
R-5750,D-1743,Rescue Equipment,476,24402.91,4/24/2018,Ratnagiri,Allocated
R-5751,D-1979,Medical Kits,851,8112.76,10/13/2009,Nashik,Allocated
R-5752,D-1486,Water,585,2751.55,10/4/2018,Kolhapur,Allocated
R-5753,D-1017,Food,455,6480.26,2/24/2013,Kolhapur,Used
R-5754,D-2463,Shelter,839,13769.83,8/9/2013,Kolhapur,Allocated
R-5755,D-2787,Medical Kits,795,34157.61,4/28/2017,Mumbai,Used
R-5756,D-2126,Clothing,140,13806.8,11/25/2011,Solapur,Pending
R-5757,D-2784,Shelter,590,32277.09,12/11/2004,Pune,Used
R-5758,D-2588,Water,643,45602.75,5/19/2007,Nagpur,Pending
R-5759,D-1573,Rescue Equipment,589,43337.07,10/25/2018,Nagpur,Pending
R-5760,D-1848,Medical Kits,917,5572.25,7/21/2013,Solapur,Allocated
R-5761,D-1865,Food,327,30913.33,6/21/2007,Solapur,Pending
R-5762,D-1402,Rescue Equipment,66,31696.39,10/23/2009,Thane,Allocated
R-5763,D-1277,Medical Kits,404,44724.42,2/22/2004,Pune,Used
R-5764,D-2200,Water,211,15164.93,4/2/2010,Nagpur,Allocated
R-5765,D-1563,Water,656,47893.94,11/20/2019,Solapur,Used
R-5766,D-2239,Shelter,447,12507.38,9/10/2006,Nagpur,Used
R-5767,D-1643,Food,208,33828.95,5/7/2011,Solapur,Allocated
R-5768,D-2556,Shelter,103,36057.59,11/4/2014,Mumbai,Allocated
R-5769,D-2138,Rescue Equipment,655,44187.92,1/8/2009,Mumbai,Pending
R-5770,D-2713,Shelter,905,32539.52,4/4/2014,Nashik,Allocated
R-5771,D-1134,Food,720,15342.36,11/23/2005,Aurangabad,Allocated
R-5772,D-1963,Shelter,115,30887.83,4/9/2018,Ratnagiri,Allocated
R-5773,D-1799,Shelter,451,7066.28,7/2/2015,Pune,Used
R-5774,D-2622,Medical Kits,527,6445.13,9/1/2017,Pune,Used
R-5775,D-1475,Shelter,168,41316.64,2/9/2006,Aurangabad,Pending
R-5776,D-2215,Shelter,83,38173.45,12/5/2021,Nashik,Used
R-5777,D-2253,Rescue Equipment,925,16064.87,6/3/2022,Pune,Allocated
R-5778,D-1141,Rescue Equipment,173,36967.24,6/8/2004,Nagpur,Allocated
R-5779,D-2853,Medical Kits,99,8288.22,11/8/2020,Thane,Allocated
R-5780,D-1648,Clothing,926,17004.65,6/19/2023,Pune,Allocated
R-5781,D-2738,Water,421,41047.78,4/30/2019,Aurangabad,Used
R-5782,D-1198,Water,257,21938.94,5/5/2018,Kolhapur,Pending
R-5783,D-1023,Water,176,48214.02,2/23/2019,Solapur,Allocated
R-5784,D-2097,Shelter,790,46635.24,2/20/2021,Aurangabad,Pending
R-5785,D-2959,Shelter,354,6094.21,12/27/2020,Mumbai,Allocated
R-5786,D-1483,Medical Kits,19,26796.15,11/24/2018,Aurangabad,Pending
R-5787,D-2170,Food,413,28341.42,1/15/2014,Ratnagiri,Pending
R-5788,D-2102,Water,951,30979.68,6/13/2016,Aurangabad,Used
R-5789,D-1030,Food,897,13106.97,11/16/2022,Mumbai,Pending
R-5790,D-1854,Medical Kits,672,46425.01,5/14/2016,Thane,Pending
R-5791,D-1296,Water,651,43107.02,5/10/2018,Aurangabad,Pending
R-5792,D-2154,Food,370,3502.69,3/9/2012,Aurangabad,Allocated
R-5793,D-1224,Shelter,408,676.15,11/20/2005,Pune,Pending
R-5794,D-2218,Medical Kits,911,21382.71,12/1/2023,Ratnagiri,Used
R-5795,D-1783,Clothing,737,47431.92,1/28/2011,Pune,Pending
R-5796,D-1541,Clothing,269,24591.04,9/22/2011,Satara,Allocated
R-5797,D-2152,Shelter,950,14313.67,2/27/2023,Satara,Used
R-5798,D-1226,Food,617,3009.8,5/17/2022,Satara,Allocated
R-5799,D-1991,Water,353,23574.92,4/22/2018,Solapur,Used
R-5800,D-2201,Clothing,960,48881.82,10/19/2022,Solapur,Used
R-5801,D-2155,Clothing,606,2885.03,5/3/2019,Pune,Used
R-5802,D-1228,Rescue Equipment,492,42057.35,9/14/2010,Ratnagiri,Pending
R-5803,D-2014,Rescue Equipment,133,15555.01,12/11/2008,Nagpur,Allocated
R-5804,D-1245,Clothing,887,12097.16,4/24/2007,Satara,Allocated
R-5805,D-2253,Shelter,378,23811.74,2/24/2019,Nagpur,Used
R-5806,D-1634,Medical Kits,728,28984.57,6/28/2005,Kolhapur,Used
R-5807,D-2109,Food,764,20334.18,1/30/2006,Nagpur,Used
R-5808,D-1692,Water,704,32877.27,5/27/2013,Aurangabad,Allocated
R-5809,D-1793,Medical Kits,880,37297.28,7/23/2017,Pune,Used
R-5810,D-2240,Rescue Equipment,202,36719.06,12/22/2021,Pune,Allocated
R-5811,D-1353,Medical Kits,231,49252.69,4/10/2014,Mumbai,Pending
R-5812,D-2691,Shelter,698,37016.43,10/31/2016,Solapur,Pending
R-5813,D-1671,Water,871,41602.68,12/14/2012,Thane,Pending
R-5814,D-1111,Clothing,785,38723.1,4/2/2021,Aurangabad,Allocated
R-5815,D-1956,Water,997,17641.96,11/3/2013,Aurangabad,Allocated
R-5816,D-1498,Medical Kits,519,36512.38,12/22/2017,Satara,Pending
R-5817,D-1512,Food,516,30711.99,8/25/2010,Kolhapur,Pending
R-5818,D-2529,Water,465,4383.68,11/2/2017,Kolhapur,Used
R-5819,D-1594,Rescue Equipment,27,21156.27,4/23/2022,Aurangabad,Allocated
R-5820,D-2985,Water,28,45118.82,1/28/2018,Mumbai,Used
R-5821,D-2806,Rescue Equipment,240,36138.59,6/28/2015,Ratnagiri,Used
R-5822,D-2090,Rescue Equipment,349,25553.17,6/18/2006,Nagpur,Pending
R-5823,D-2328,Food,146,38700.05,3/20/2019,Kolhapur,Allocated
R-5824,D-1195,Water,571,36387.52,8/8/2023,Kolhapur,Allocated
R-5825,D-2460,Clothing,837,39284.68,11/8/2015,Ratnagiri,Used
R-5826,D-2720,Shelter,499,24316.51,5/9/2010,Thane,Allocated
R-5827,D-1105,Clothing,491,36892.71,10/17/2021,Ratnagiri,Allocated
R-5828,D-1664,Rescue Equipment,984,26264.36,5/7/2018,Solapur,Pending
R-5829,D-2187,Shelter,259,30499.06,9/18/2017,Kolhapur,Pending
R-5830,D-2648,Shelter,286,2506.47,12/7/2022,Mumbai,Allocated
R-5831,D-1591,Shelter,962,45041.4,4/25/2009,Thane,Used
R-5832,D-1985,Water,321,41198.16,5/10/2023,Thane,Used
R-5833,D-2948,Clothing,564,24386.37,9/14/2009,Thane,Used
R-5834,D-1236,Clothing,221,6839.5,2/2/2008,Thane,Pending
R-5835,D-2198,Clothing,148,42158.06,7/28/2008,Mumbai,Pending
R-5836,D-2023,Shelter,108,41125.83,7/18/2020,Nashik,Pending
R-5837,D-2025,Water,134,31604.95,10/23/2005,Aurangabad,Used
R-5838,D-1435,Water,876,40787.99,8/13/2004,Mumbai,Pending
R-5839,D-2099,Medical Kits,74,15865.36,5/8/2022,Kolhapur,Used
R-5840,D-2771,Water,524,28439.35,9/27/2015,Solapur,Allocated
R-5841,D-2714,Clothing,406,5069.17,2/16/2023,Solapur,Used
R-5842,D-2902,Rescue Equipment,580,46913.28,4/24/2004,Nagpur,Used
R-5843,D-1924,Water,355,25092.4,5/29/2021,Mumbai,Used
R-5844,D-2172,Shelter,563,5988.01,6/10/2013,Solapur,Allocated
R-5845,D-1017,Shelter,890,13870.01,7/24/2020,Pune,Used
R-5846,D-1447,Rescue Equipment,793,14073.32,8/27/2022,Solapur,Allocated
R-5847,D-2738,Rescue Equipment,536,7809.9,10/1/2006,Aurangabad,Allocated
R-5848,D-2076,Clothing,264,48144.82,8/25/2013,Ratnagiri,Pending
R-5849,D-2601,Clothing,465,6953.28,5/15/2009,Nashik,Used
R-5850,D-1918,Clothing,562,26581.63,4/15/2009,Ratnagiri,Pending
R-5851,D-2018,Clothing,890,22527.23,9/26/2005,Mumbai,Used
R-5852,D-1512,Water,965,41863.54,6/25/2004,Thane,Pending
R-5853,D-2242,Water,21,24797.82,11/26/2019,Kolhapur,Used
R-5854,D-1501,Rescue Equipment,848,18309.52,8/3/2023,Kolhapur,Used
R-5855,D-1355,Food,450,1681.31,6/7/2020,Nashik,Used
R-5856,D-1844,Clothing,563,14265.21,5/11/2023,Nashik,Used
R-5857,D-1398,Medical Kits,652,16429.4,5/26/2020,Thane,Allocated
R-5858,D-1001,Shelter,559,30574.04,11/10/2007,Solapur,Pending
R-5859,D-1570,Water,141,47716.53,7/24/2011,Mumbai,Pending
R-5860,D-1855,Rescue Equipment,405,2170.29,8/8/2016,Solapur,Used
R-5861,D-2829,Medical Kits,689,36757.56,2/24/2007,Aurangabad,Allocated
R-5862,D-2909,Shelter,56,10275.02,7/29/2006,Ratnagiri,Used
R-5863,D-1170,Water,125,13507.46,5/13/2018,Solapur,Used
R-5864,D-2519,Clothing,744,43441.77,1/9/2009,Thane,Used
R-5865,D-1572,Water,610,25232.68,12/19/2019,Aurangabad,Allocated
R-5866,D-2993,Water,175,41229.86,6/7/2015,Thane,Allocated
R-5867,D-2492,Clothing,997,16682.78,7/13/2016,Solapur,Pending
R-5868,D-2963,Food,591,42124.14,4/6/2017,Nagpur,Pending
R-5869,D-1477,Medical Kits,329,12876.5,3/14/2015,Solapur,Used
R-5870,D-2644,Clothing,17,24122.0,3/2/2014,Aurangabad,Pending
R-5871,D-1677,Clothing,312,47465.63,5/17/2020,Ratnagiri,Allocated
R-5872,D-1851,Clothing,22,154.44,12/31/2005,Thane,Used
R-5873,D-1880,Food,508,21585.24,9/2/2016,Solapur,Used
R-5874,D-1542,Clothing,472,2898.63,10/2/2015,Ratnagiri,Used
R-5875,D-1534,Rescue Equipment,665,45214.22,12/14/2018,Nashik,Allocated
R-5876,D-2740,Clothing,848,27224.33,6/10/2017,Pune,Pending
R-5877,D-1740,Shelter,333,21005.28,10/12/2019,Thane,Pending
R-5878,D-2425,Food,289,31664.82,11/21/2008,Thane,Pending
R-5879,D-1689,Food,611,30803.97,3/14/2005,Satara,Allocated
R-5880,D-2045,Water,733,16366.11,5/21/2010,Pune,Used
R-5881,D-2352,Rescue Equipment,704,41268.3,11/11/2011,Pune,Pending
R-5882,D-2466,Clothing,885,17514.9,6/19/2020,Satara,Pending
R-5883,D-2820,Water,198,32146.2,9/13/2006,Aurangabad,Used
R-5884,D-1624,Rescue Equipment,737,39367.26,1/6/2013,Aurangabad,Used
R-5885,D-1160,Medical Kits,77,22884.6,8/24/2012,Thane,Allocated
R-5886,D-2550,Water,757,20206.52,9/1/2018,Satara,Used
R-5887,D-1647,Water,695,21452.77,10/24/2014,Thane,Used
R-5888,D-2558,Shelter,112,3579.66,9/10/2010,Thane,Used
R-5889,D-2241,Shelter,883,49855.26,10/18/2022,Solapur,Allocated
R-5890,D-2340,Clothing,907,21786.71,9/14/2015,Ratnagiri,Pending
R-5891,D-1771,Clothing,595,33257.8,11/30/2020,Ratnagiri,Pending
R-5892,D-2351,Shelter,220,13250.87,7/13/2022,Pune,Used
R-5893,D-2116,Clothing,527,44207.98,4/20/2006,Ratnagiri,Used
R-5894,D-1268,Clothing,335,39636.94,7/27/2009,Pune,Used
R-5895,D-2898,Food,423,24670.15,4/19/2010,Solapur,Allocated
R-5896,D-2431,Clothing,780,13363.33,6/18/2007,Ratnagiri,Allocated
R-5897,D-2700,Clothing,897,40585.38,1/1/2008,Mumbai,Allocated
R-5898,D-1071,Food,195,32496.09,5/7/2010,Nashik,Allocated
R-5899,D-1581,Water,733,41565.65,12/22/2009,Thane,Allocated
R-5900,D-2856,Rescue Equipment,13,9464.06,6/25/2020,Solapur,Allocated
R-5901,D-1056,Shelter,938,49997.57,6/18/2004,Ratnagiri,Used
R-5902,D-1752,Rescue Equipment,538,17341.75,12/27/2017,Pune,Used
R-5903,D-2240,Food,270,17351.1,11/1/2012,Mumbai,Used
R-5904,D-1999,Rescue Equipment,557,11183.46,6/17/2008,Kolhapur,Used
R-5905,D-2962,Medical Kits,908,46410.99,3/20/2008,Pune,Used
R-5906,D-1949,Medical Kits,534,21648.18,12/31/2020,Ratnagiri,Allocated
R-5907,D-2918,Food,298,4693.6,4/3/2015,Thane,Pending
R-5908,D-2278,Food,920,3835.38,8/9/2018,Aurangabad,Allocated
R-5909,D-1529,Clothing,209,31777.09,1/13/2019,Mumbai,Used
R-5910,D-2230,Shelter,624,12264.64,2/9/2005,Aurangabad,Allocated
R-5911,D-2306,Medical Kits,374,30844.6,1/24/2013,Aurangabad,Pending
R-5912,D-1440,Food,34,29327.33,9/13/2023,Solapur,Used
R-5913,D-1630,Food,265,24991.92,3/20/2016,Thane,Pending
R-5914,D-1922,Rescue Equipment,193,12434.56,10/20/2007,Aurangabad,Used
R-5915,D-1911,Food,31,24855.03,2/13/2018,Mumbai,Used
R-5916,D-2723,Water,530,1579.26,11/14/2005,Satara,Allocated
R-5917,D-1052,Food,637,27755.53,1/8/2021,Nashik,Allocated
R-5918,D-1926,Water,913,13257.8,5/15/2009,Thane,Used
R-5919,D-2801,Rescue Equipment,613,47068.5,2/10/2013,Nashik,Allocated
R-5920,D-2666,Clothing,386,19616.62,7/18/2019,Nashik,Allocated
R-5921,D-1562,Medical Kits,95,5261.15,5/31/2022,Solapur,Pending
R-5922,D-2322,Water,174,28860.06,9/16/2011,Solapur,Pending
R-5923,D-1908,Rescue Equipment,730,4566.66,12/8/2013,Nashik,Used
R-5924,D-1360,Rescue Equipment,103,25742.81,9/21/2006,Thane,Allocated
R-5925,D-2167,Food,226,35631.4,3/22/2016,Mumbai,Used
R-5926,D-2811,Medical Kits,332,37591.44,11/14/2017,Nagpur,Used
R-5927,D-2429,Food,337,1267.76,5/5/2021,Aurangabad,Allocated
R-5928,D-2314,Water,178,41379.88,9/8/2005,Ratnagiri,Used
R-5929,D-1962,Food,660,28702.65,5/24/2023,Kolhapur,Used
R-5930,D-1353,Clothing,901,27695.14,2/7/2018,Nagpur,Allocated
R-5931,D-2306,Medical Kits,808,49560.03,8/1/2010,Nagpur,Pending
R-5932,D-2822,Food,410,20044.05,5/30/2006,Nagpur,Allocated
R-5933,D-1344,Rescue Equipment,418,29814.12,9/29/2006,Solapur,Allocated
R-5934,D-1794,Medical Kits,800,27970.05,11/7/2013,Solapur,Used
R-5935,D-2428,Medical Kits,45,47315.6,5/10/2017,Satara,Allocated
R-5936,D-2647,Clothing,85,7624.12,1/30/2020,Nagpur,Allocated
R-5937,D-1755,Medical Kits,56,23672.13,11/25/2019,Kolhapur,Pending
R-5938,D-1204,Clothing,333,16632.93,1/28/2016,Ratnagiri,Used
R-5939,D-2638,Shelter,34,11125.88,5/8/2007,Nashik,Used
R-5940,D-1048,Clothing,31,46081.77,6/5/2020,Satara,Allocated
R-5941,D-1916,Food,62,30952.45,7/21/2009,Mumbai,Allocated
R-5942,D-1646,Clothing,931,8135.35,1/14/2007,Nashik,Used
R-5943,D-1520,Medical Kits,683,38671.33,5/27/2017,Satara,Used
R-5944,D-1261,Clothing,443,7664.92,4/13/2020,Pune,Used
R-5945,D-1780,Food,78,37230.35,1/1/2006,Nagpur,Used
R-5946,D-2391,Shelter,360,25359.45,8/31/2015,Nashik,Used
R-5947,D-2540,Water,705,12381.93,4/5/2006,Solapur,Used
R-5948,D-1207,Water,248,7611.02,12/17/2004,Satara,Pending
R-5949,D-2944,Medical Kits,715,19469.61,1/16/2006,Thane,Pending
R-5950,D-1424,Food,384,27801.73,8/28/2011,Pune,Pending
R-5951,D-1854,Shelter,178,45949.14,9/11/2020,Mumbai,Used
R-5952,D-1052,Food,544,6297.16,12/12/2022,Nashik,Used
R-5953,D-1356,Shelter,963,41861.57,5/17/2004,Mumbai,Allocated
R-5954,D-1539,Food,221,9013.27,12/13/2013,Nashik,Pending
R-5955,D-1539,Water,426,2961.54,12/27/2019,Satara,Allocated
R-5956,D-2959,Rescue Equipment,820,20843.31,9/18/2007,Satara,Allocated
R-5957,D-1117,Water,794,35861.14,3/23/2005,Nashik,Used
R-5958,D-2294,Water,669,6978.72,3/24/2016,Nagpur,Pending
R-5959,D-2693,Clothing,20,32430.83,8/3/2011,Aurangabad,Allocated
R-5960,D-1185,Shelter,184,14252.58,3/30/2019,Aurangabad,Allocated
R-5961,D-2412,Food,179,32040.5,6/10/2005,Nagpur,Allocated
R-5962,D-1749,Clothing,958,7084.07,11/28/2020,Kolhapur,Allocated
R-5963,D-1321,Food,999,15839.46,10/8/2022,Solapur,Pending
R-5964,D-2994,Rescue Equipment,541,196.39,8/3/2010,Mumbai,Used
R-5965,D-1932,Clothing,979,2929.02,8/16/2017,Thane,Pending
R-5966,D-2719,Shelter,997,20912.23,5/29/2013,Solapur,Allocated
R-5967,D-1307,Rescue Equipment,261,32262.23,4/15/2010,Pune,Pending
R-5968,D-1633,Shelter,273,41114.37,7/8/2023,Ratnagiri,Used
R-5969,D-1562,Food,95,16916.25,8/19/2021,Solapur,Allocated
R-5970,D-2670,Shelter,877,35062.0,12/30/2019,Nashik,Used
R-5971,D-1019,Shelter,592,29506.6,5/15/2018,Nagpur,Used
R-5972,D-1662,Shelter,880,12246.4,2/5/2020,Pune,Allocated
R-5973,D-2506,Shelter,276,32569.02,9/8/2014,Solapur,Pending
R-5974,D-2714,Medical Kits,651,3370.02,2/23/2023,Nagpur,Allocated
R-5975,D-2118,Rescue Equipment,168,29147.29,7/7/2009,Kolhapur,Pending
R-5976,D-2434,Rescue Equipment,248,12568.54,9/25/2016,Aurangabad,Pending
R-5977,D-1355,Medical Kits,419,10265.82,8/24/2023,Thane,Used
R-5978,D-1763,Food,742,48857.64,3/21/2016,Pune,Pending
R-5979,D-2366,Food,271,27617.08,11/17/2012,Nagpur,Used
R-5980,D-2229,Food,841,42702.54,10/10/2020,Aurangabad,Allocated
R-5981,D-1393,Shelter,60,15041.04,2/13/2009,Aurangabad,Allocated
R-5982,D-2403,Rescue Equipment,136,18441.87,6/17/2010,Nagpur,Pending
R-5983,D-2906,Food,371,36491.86,2/21/2013,Ratnagiri,Allocated
R-5984,D-1280,Clothing,279,48535.98,4/30/2018,Aurangabad,Allocated
R-5985,D-1904,Water,332,2213.49,4/27/2008,Mumbai,Pending
R-5986,D-1609,Food,219,9174.93,9/15/2021,Solapur,Allocated
R-5987,D-1620,Medical Kits,700,17160.28,10/24/2009,Nashik,Used
R-5988,D-1306,Food,788,20861.19,10/25/2009,Aurangabad,Allocated
R-5989,D-2670,Shelter,154,33533.57,8/29/2020,Satara,Used
R-5990,D-2361,Medical Kits,239,26717.06,9/28/2015,Pune,Allocated
R-5991,D-2171,Clothing,261,44509.83,11/21/2006,Pune,Used
R-5992,D-2933,Food,135,24218.36,4/29/2019,Thane,Used
R-5993,D-1127,Shelter,366,49031.18,6/26/2005,Satara,Allocated
R-5994,D-1419,Food,986,16276.97,4/2/2016,Solapur,Allocated
R-5995,D-2000,Rescue Equipment,568,9551.48,12/31/2005,Solapur,Used
R-5996,D-2379,Shelter,203,12197.89,7/17/2010,Thane,Pending
R-5997,D-2573,Rescue Equipment,689,4555.15,1/5/2008,Nagpur,Pending
R-5998,D-1361,Rescue Equipment,959,9865.16,3/10/2006,Satara,Pending
R-5999,D-1110,Shelter,269,29140.96,12/2/2021,Solapur,Used
R-6000,D-2128,Clothing,149,40102.42,8/30/2023,Mumbai,Pending
R-6001,D-2088,Food,323,15322.6,5/2/2019,Aurangabad,Pending
R-6002,D-2558,Medical Kits,920,3604.69,11/29/2005,Kolhapur,Pending
R-6003,D-1328,Clothing,506,38493.62,7/16/2018,Pune,Pending
R-6004,D-2872,Food,204,46693.01,11/12/2012,Pune,Allocated
R-6005,D-1805,Medical Kits,97,42005.36,12/19/2021,Kolhapur,Used
R-6006,D-2134,Water,796,7225.72,4/4/2015,Solapur,Used
R-6007,D-1265,Water,539,28701.41,4/26/2015,Nagpur,Allocated
R-6008,D-1591,Shelter,374,20539.06,12/13/2012,Thane,Pending
R-6009,D-2085,Medical Kits,612,22941.06,1/23/2023,Kolhapur,Allocated
R-6010,D-1304,Rescue Equipment,554,39956.3,11/18/2019,Aurangabad,Pending
R-6011,D-1602,Shelter,664,15717.5,6/15/2012,Pune,Pending
R-6012,D-2956,Clothing,39,47170.23,6/14/2015,Aurangabad,Allocated
R-6013,D-2939,Medical Kits,251,9785.09,9/30/2017,Nashik,Used
R-6014,D-1489,Medical Kits,285,28566.67,8/5/2018,Kolhapur,Allocated
R-6015,D-2807,Food,688,46312.92,1/22/2011,Nashik,Allocated
R-6016,D-2637,Rescue Equipment,838,22053.01,2/18/2015,Nagpur,Used
R-6017,D-2648,Water,556,30711.66,12/23/2009,Pune,Used
R-6018,D-1337,Shelter,648,14554.06,6/25/2006,Satara,Pending
R-6019,D-2110,Food,397,37593.53,4/29/2013,Kolhapur,Used
R-6020,D-2168,Clothing,582,33203.8,11/9/2019,Nashik,Allocated
R-6021,D-1489,Rescue Equipment,217,38699.65,3/19/2005,Nashik,Used
R-6022,D-2616,Water,898,26067.97,8/17/2005,Satara,Used
R-6023,D-1750,Medical Kits,346,21234.34,12/13/2011,Solapur,Pending
R-6024,D-1364,Rescue Equipment,383,48175.61,10/8/2020,Nagpur,Allocated
R-6025,D-2305,Rescue Equipment,704,5662.59,8/18/2017,Nashik,Allocated
R-6026,D-1403,Clothing,989,49733.57,2/19/2012,Aurangabad,Allocated
R-6027,D-1432,Food,714,30088.85,11/18/2004,Nashik,Allocated
R-6028,D-1793,Water,783,10109.52,10/27/2009,Nagpur,Pending
R-6029,D-2772,Medical Kits,488,46029.96,3/27/2020,Ratnagiri,Allocated
R-6030,D-2870,Shelter,819,816.21,10/7/2004,Mumbai,Used
R-6031,D-2590,Food,136,45495.47,5/25/2007,Nagpur,Used
R-6032,D-2849,Water,249,32357.38,2/9/2009,Ratnagiri,Pending
R-6033,D-2253,Medical Kits,245,468.32,5/25/2004,Nashik,Pending
R-6034,D-2472,Water,361,1138.22,7/27/2010,Kolhapur,Pending
R-6035,D-2715,Water,402,46162.22,9/23/2004,Nagpur,Allocated
R-6036,D-1879,Water,596,30691.42,1/4/2020,Aurangabad,Allocated
R-6037,D-2363,Clothing,286,41964.05,11/11/2007,Nagpur,Used
R-6038,D-2613,Water,312,3722.32,9/22/2021,Solapur,Allocated
R-6039,D-1692,Medical Kits,150,23727.97,9/24/2009,Ratnagiri,Allocated
R-6040,D-2918,Water,748,20344.29,6/26/2019,Ratnagiri,Allocated
R-6041,D-2515,Clothing,598,40022.07,2/27/2005,Pune,Allocated
R-6042,D-2472,Food,713,31786.19,7/16/2013,Satara,Allocated
R-6043,D-1528,Food,67,17608.44,9/18/2004,Ratnagiri,Allocated
R-6044,D-1734,Food,208,19416.59,6/10/2017,Pune,Allocated
R-6045,D-2970,Food,854,43195.71,11/29/2019,Thane,Used
R-6046,D-2324,Medical Kits,527,40322.32,5/27/2008,Mumbai,Pending
R-6047,D-1963,Water,641,6553.67,11/22/2019,Satara,Used
R-6048,D-2086,Rescue Equipment,612,10475.92,5/19/2006,Mumbai,Allocated
R-6049,D-1695,Rescue Equipment,575,19643.76,4/12/2007,Pune,Pending
R-6050,D-2919,Rescue Equipment,808,22223.47,4/18/2019,Nagpur,Used
R-6051,D-1613,Food,395,6411.4,6/19/2021,Kolhapur,Pending
R-6052,D-2044,Water,122,36261.85,1/29/2006,Kolhapur,Pending
R-6053,D-2810,Medical Kits,989,10599.32,4/8/2023,Kolhapur,Pending
R-6054,D-2525,Medical Kits,460,48242.26,2/19/2013,Kolhapur,Pending
R-6055,D-2992,Shelter,858,31193.72,12/18/2018,Aurangabad,Used
R-6056,D-2804,Shelter,310,47631.19,7/3/2020,Aurangabad,Used
R-6057,D-2497,Clothing,328,41024.41,3/10/2021,Nashik,Pending
R-6058,D-2280,Medical Kits,669,47183.93,3/18/2013,Satara,Used
R-6059,D-1464,Clothing,345,11605.34,11/18/2020,Satara,Used
R-6060,D-1442,Clothing,84,22937.69,5/21/2010,Aurangabad,Used
R-6061,D-1875,Water,757,27027.02,10/27/2023,Kolhapur,Used
R-6062,D-2932,Shelter,599,39730.21,9/21/2012,Ratnagiri,Pending
R-6063,D-2077,Food,946,10259.93,11/1/2018,Satara,Allocated
R-6064,D-2734,Food,251,9614.75,11/23/2017,Kolhapur,Pending
R-6065,D-2670,Water,926,3090.35,10/19/2020,Kolhapur,Pending
R-6066,D-2597,Rescue Equipment,690,26398.81,8/25/2008,Mumbai,Allocated
R-6067,D-1532,Food,331,48996.86,12/25/2018,Solapur,Pending
R-6068,D-2531,Medical Kits,824,2186.88,11/13/2021,Thane,Used
R-6069,D-1856,Water,589,1912.15,9/1/2018,Kolhapur,Pending
R-6070,D-1718,Shelter,938,12990.42,6/23/2018,Nagpur,Pending
R-6071,D-1505,Shelter,549,44494.42,2/15/2008,Pune,Pending
R-6072,D-2583,Rescue Equipment,200,17249.69,12/24/2006,Kolhapur,Allocated
R-6073,D-2075,Medical Kits,823,7065.41,8/18/2004,Satara,Used
R-6074,D-1501,Food,20,36490.21,11/8/2006,Mumbai,Used
